Municipios,Ocupación_CIUO,Cargo_identificado,Nivel_educativo,programas_formar_esta_ocupación,instituciones_que_ofrecen_ programa,Nivel_formación,Municipios_programa,Brecha_cantidad
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,,TECNÓLOGO,MANIZALES,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,CORPORACIÓN UNIVERSITARIA EMPRESARIAL DE SALAMANCA;CORPORACIÓN UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE;CORPORACIÓN POLITÉCNICO DE LA COSTA ATLANTICA,TECNÓLOGO,BARRANQUILLA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE REDES;SEGURIDAD INFORMÁTICA;DIPLOMADOS;CERTIFICACIONES;CERTIFICADO SCRUM;CERTIFICACIÓN SISCO CCNA;,ADMINISTRACIÓN DE REDES,,UNIVERSITARIO,BARRANQUILLA,UNIVERSITARIO;ADMINISTRACIÓN DE REDES;
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE REDES;SEGURIDAD INFORMÁTICA;DIPLOMADOS;CERTIFICACIONES;CERTIFICADO SCRUM;CERTIFICACIÓN SISCO CCNA;,ADMINISTRACIÓN DE REDES,,UNIVERSITARIO,MANIZALES,UNIVERSITARIO;ADMINISTRACIÓN DE REDES;
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE REDES;SEGURIDAD INFORMÁTICA;DIPLOMADOS;CERTIFICACIONES;CERTIFICADO SCRUM;CERTIFICACIÓN SISCO CCNA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE REDES;SEGURIDAD INFORMÁTICA;DIPLOMADOS;CERTIFICACIONES;CERTIFICADO SCRUM;CERTIFICACIÓN SISCO CCNA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DEL NORTE;UNIVERSIDAD AUTÓNOMA DEL CARIBE- UNIAUTÓNOMA;UNIVERSIDAD LIBRE;UNIVERSIDAD SIMON BOLIVAR;CORPORACIÓN UNIVERSITARIA EMPRESARIAL DE SALAMANCA;CORPORACIÓN UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE;CORPORACIÓN POLITÉCNICO DE LA CO,UNIVERSITARIO,BARRANQUILLA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE REDES;SEGURIDAD INFORMÁTICA;DIPLOMADOS;CERTIFICACIONES;CERTIFICADO SCRUM;CERTIFICACIÓN SISCO CCNA;,ADMINISTRACIÓN DE REDES,,UNIVERSITARIO,BOGOTÁ,UNIVERSITARIO;ADMINISTRACIÓN DE REDES;
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE REDES;SEGURIDAD INFORMÁTICA;DIPLOMADOS;CERTIFICACIONES;CERTIFICADO SCRUM;CERTIFICACIÓN SISCO CCNA;,ADMINISTRACIÓN DE REDES,,UNIVERSITARIO,BUCARAMANGA,UNIVERSITARIO;ADMINISTRACIÓN DE REDES;
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE REDES;SEGURIDAD INFORMÁTICA;DIPLOMADOS;CERTIFICACIONES;CERTIFICADO SCRUM;CERTIFICACIÓN SISCO CCNA;,ADMINISTRACIÓN DE REDES,,UNIVERSITARIO,MEDELLÍN,UNIVERSITARIO;ADMINISTRACIÓN DE REDES;TECNÓLOGO;ANALÍTICA;
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE REDES;SEGURIDAD INFORMÁTICA;DIPLOMADOS;CERTIFICACIONES;CERTIFICADO SCRUM;CERTIFICACIÓN SISCO CCNA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM,UNIVERSITARIO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE REDES;SEGURIDAD INFORMÁTICA;DIPLOMADOS;CERTIFICACIONES;CERTIFICADO SCRUM;CERTIFICACIÓN SISCO CCNA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE ANTIOQUIA;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD EAFIT-;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD DE MEDELLIN;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;POLITÉCNICO GRANCOLOMBIANO;INSTITUCIÓN UNIVERSIT,UNIVERSITARIO,MEDELLÍN,TECNÓLOGO;ANALÍTICA;
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;ADMINISTRACIÓN DE REDES;SEGURIDAD INFORMÁTICA;DIPLOMADOS;CERTIFICACIONES;CERTIFICADO SCRUM;CERTIFICACIÓN SISCO CCNA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,TÉCNICO;TÉCNICO EN DESARROLLO DE SOFTWARE;,TÉCNICO EN DESARROLLO DE SOFTWARE,,TÉCNICO,BOGOTÁ,TÉCNICO;TÉCNICO EN DESARROLLO DE SOFTWARE;
MEDELLÍN,2529.PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE SERVICIOS,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA INFORMÁTICA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE ANTIOQUIA;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD EAFIT-;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD DE MEDELLIN;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;POLITÉCNICO GRANCOLOMBIANO;INSTITUCIÓN UNIVERSIT,UNIVERSITARIO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
MEDELLÍN,2529.PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE SERVICIOS,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA INFORMÁTICA;,INGENIERÍA INFORMÁTICA,UNIVERSIDAD AUTÓNOMA LATINOAMERICANA-UNAULA;POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID,UNIVERSITARIO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER E-COMERCE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER E-COMERCE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD MANUELA BELTRAN-UMB-;UNIVERSIDAD DE LA SALLE;UNIVERSIDAD LIBRE;UNIVERSIDAD DE LOS ANDES;CORPORACIÓN UNIVERSIDAD PILOTO DE COLOMBIA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD ANTONIO NARIÑO;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER E-COMERCE,POSGRADO;DESARROLLO DE SOFTWARE;,DESARROLLO DE SOFTWARE,,POSGRADO,BOGOTÁ,POSGRADO;DESARROLLO DE SOFTWARE;
BOGOTÁ,2512. DESARROLLADORES DE SOFTWARE,PROFESIONAL BUSSINESS INTELIGENCE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA ELECTRÓNICA;INGENIERÍA INFORMÁTICA;,INGENIERÍA INFORMÁTICA,"UNIVERSIDAD SANTO TOMÁS;ELITE- ESCUELA LATINOAMERICANA DE INGENIEROS, TECNÓLOGOS Y EMPRESARIOS;FUNDACIÓN UNIVERSITARIA INTERNACIONAL DE LA RIOJA - UNIR",UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ,2512. DESARROLLADORES DE SOFTWARE,PROFESIONAL BUSSINESS INTELIGENCE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA ELECTRÓNICA;INGENIERÍA INFORMÁTICA;,INGENIERÍA ELECTRÓNICA,CORPORACIÓN UNIFICADA NACIONAL DE EDUCACIÓN SUPERIOR-CUN-;ESCUELA COLOMBIANA DE INGENIERÍA JULIO GARAVITO;FUNDACIÓN UNIVERSITARIA LOS LIBERTADORES;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;UNIVERSIDAD ANTONIO NARI¿O;UNIVERSIDAD COOPERATIVA DE COLOMB,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ,2512. DESARROLLADORES DE SOFTWARE,PROFESIONAL BUSSINESS INTELIGENCE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS; INGENIERÍA ELECTRÓNICA;INGENIERÍA INFORMÁTICA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ,2512. DESARROLLADORES DE SOFTWARE,PROFESIONAL BUSSINESS INTELIGENCE,POSGRADO;BUSINESS INTELLIGENCE;,BUSINESS INTELLIGENCE,,POSGRADO,BOGOTÁ,POSGRADO;BUSINESS INTELLIGENCE;
MANIZALES;BOGOTÁ,2153. INGENIEROS DE TELECOMUNICACIONES,PROFESIONAL DE OPERACIÓNES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;CERTIFICACIONES DE FABRICATES;CITRIX;NUTANIX;GOOGLE;VERITAS;ERTICACIÓN CISCO SNA O CNP;ITIL FUNDAMENTOS;INGLES INTERMEDIO;SCRUM FUNDAMENTOS;CERTIFICACIÓN MICROSOFT O IBM,INGENIERÍA ELECTRÓNICA,UNIVERSIDAD AUTÓNOMA DE MANIZALES,UNIVERSITARIO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BOGOTÁ,2153. INGENIEROS DE TELECOMUNICACIONES,PROFESIONAL DE OPERACIÓNES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;CERTIFICACIONES DE FABRICATES;CITRIX;NUTANIX;GOOGLE;VERITAS;ERTICACIÓN CISCO SNA O CNP;ITIL FUNDAMENTOS;INGLES INTERMEDIO;SCRUM FUNDAMENTOS;CERTIFICACIÓN MICROSOFT O IBM,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM,UNIVERSITARIO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BOGOTÁ,2153. INGENIEROS DE TELECOMUNICACIONES,PROFESIONAL DE OPERACIÓNES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;CERTIFICACIONES DE FABRICATES;CITRIX;NUTANIX;GOOGLE;VERITAS;ERTICACIÓN CISCO SNA O CNP;ITIL FUNDAMENTOS;INGLES INTERMEDIO;SCRUM FUNDAMENTOS;CERTIFICACIÓN MICROSOFT O IBM,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BOGOTÁ,2153. INGENIEROS DE TELECOMUNICACIONES,PROFESIONAL DE OPERACIÓNES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;CERTIFICACIONES DE FABRICATES;CITRIX;NUTANIX;GOOGLE;VERITAS;ERTICACIÓN CISCO SNA O CNP;ITIL FUNDAMENTOS;INGLES INTERMEDIO;SCRUM FUNDAMENTOS;CERTIFICACIÓN MICROSOFT O IBM,INGENIERÍA ELECTRÓNICA,CORPORACIÓN UNIFICADA NACIONAL DE EDUCACIÓN SUPERIOR-CUN-;ESCUELA COLOMBIANA DE INGENIERÍA JULIO GARAVITO;FUNDACIÓN UNIVERSITARIA LOS LIBERTADORES;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;UNIVERSIDAD ANTONIO NARI¿O;UNIVERSIDAD COOPERATIVA DE COLOMB,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,TÉCNICO;TÉCNICO EN DESARROLLO DE SOFTWARE;,TÉCNICO EN DESARROLLO DE SOFTWARE,,TÉCNICO,MANIZALES,TÉCNICO;TÉCNICO EN DESARROLLO DE SOFTWARE;
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,TÉCNICO;TÉCNICO EN DESARROLLO DE SOFTWARE;,TÉCNICO LABORAL POR COMPETENCIAS EN DESARROLLO DE SOFTWARE,"INSTITUCIÓN EDUCATIVA DE NEGOCIOS EN TECNOLOGÍAS DE LA INFORMACIÓN ""BD GUIDANCE INSTITUTE""",TÉCNICO,PEREIRA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,TÉCNICO;TÉCNICO EN DESARROLLO DE SOFTWARE;,TÉCNICO EN DESARROLLO DE SOFTWARE,CORPORACIÓN INTERAMERICANA DE EDUCACIÓN SUPERIOR-CORPOCIDES,TÉCNICO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,,TECNÓLOGO,MANIZALES,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;,TECNOLOGÍA DE DESARROLLO DE SOFTWARE,UNIDADES TECNOLÓGICAS DE SANTANDER,TECNÓLOGO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,UNIVERSIDAD TECNOLÓGICA DE PEREIRA - UTP;UNIVERSIDAD CATOLICA DE PEREIRA;FUNDACIÓN UNIVERSITARIA DEL ÁREA ANDINA,TECNÓLOGO,PEREIRA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,FUNDACIÓN UNIVERSITARIA CATOLICA DEL NORTE,TECNÓLOGO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,UNIVERSIDAD DE SAN BUENAVENTURA,TECNÓLOGO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA INFORMÁTICA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD TECNOLÓGICA DE PEREIRA - UTP;UNIVERSIDAD LIBRE;UNIVERSIDAD CATOLICA DE PEREIRA,UNIVERSITARIO,PEREIRA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA INFORMÁTICA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA INFORMÁTICA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA INFORMÁTICA;,INGENIERÍA INFORMÁTICA,,UNIVERSITARIO,BUCARAMANGA,UNIVERSITARIO;INGENIERÍA INFORMÁTICA;
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA INFORMÁTICA;,INGENIERÍA INFORMÁTICA,UNIVERSIDAD DE CALDAS,UNIVERSITARIO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA INFORMÁTICA;,INGENIERÍA INFORMÁTICA,,UNIVERSITARIO,PEREIRA,UNIVERSITARIO;INGENIERÍA INFORMÁTICA;
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA INFORMÁTICA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM,UNIVERSITARIO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA INFORMÁTICA;,INGENIERÍA INFORMÁTICA,"UNIVERSIDAD SANTO TOMÁS;ELITE- ESCUELA LATINOAMERICANA DE INGENIEROS, TECNÓLOGOS Y EMPRESARIOS;FUNDACIÓN UNIVERSITARIA INTERNACIONAL DE LA RIOJA - UNIR",UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;PEREIRA;BUCARAMANGA;BOGOTÁ;MEDELLÍN,2512. DESARROLLADORES DE SOFTWARE,PROGRAMADOR,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA INFORMÁTICA;,INGENIERÍA INFORMÁTICA,UNIVERSIDAD AUTÓNOMA LATINOAMERICANA-UNAULA;POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID,UNIVERSITARIO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
